cluster,no_of_items,variation,total,paid,change,month,year
0,2.0550906555090656,1.3542538354253835,214.18023012552302,372.7949790794979,165.31564156206417,9.021617852161786,2015.891061452514
1,14.433333333333334,3.5,4977.090333333333,5079.890333333333,102.93333333333334,6.1,2016.8666666666666
